C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD                          
F927  90 05     BCC $F92E                       A:7F X:A2 Y:80 P:05 SP:F9                          
F929  F0 03     BEQ $F92E                       A:7F X:A2 Y:80 P:05 SP:F9                          
F92B  30 01     BMI $F92E                       A:7F X:A2 Y:80 P:05 SP:F9                          
F92D  60        RTS                             A:7F X:A2 Y:80 P:05 SP:F9                          
D424  E8        INX                             A:7F X:A2 Y:80 P:05 SP:FB                          
D425  8A        TXA                             A:7F X:A3 Y:80 P:85 SP:FB                          
D426  A8        TAY                             A:A3 X:A3 Y:80 P:85 SP:FB                          
D427  20 90 F9  JSR $F990                       A:A3 X:A3 Y:A3 P:85 SP:FB                          
F990  A2 55     LDX #$55                        A:A3 X:A3 Y:A3 P:85 SP:F9                          
F992  A9 FF     LDA #$FF                        A:A3 X:55 Y:A3 P:05 SP:F9                          
F994  85 01     STA $01 = FF                    A:FF X:55 Y:A3 P:85 SP:F9                          
F996  EA        NOP                             A:FF X:55 Y:A3 P:85 SP:F9                          
F997  24 01     BIT $01 = FF                    A:FF X:55 Y:A3 P:85 SP:F9                          
F999  38        SEC                             A:FF X:55 Y:A3 P:C5 SP:F9                          
F99A  A9 01     LDA #$01                        A:FF X:55 Y:A3 P:C5 SP:F9                          
F99C  60        RTS                             A:01 X:55 Y:A3 P:45 SP:F9                          
D42A  85 78     STA $78 = 7F                    A:01 X:55 Y:A3 P:45 SP:FB                          
D42C  46 78     LSR $78 = 01                    A:01 X:55 Y:A3 P:45 SP:FB                          
D42E  A5 78     LDA $78 = 00                    A:01 X:55 Y:A3 P:47 SP:FB                          
D430  20 9D F9  JSR $F99D                       A:00 X:55 Y:A3 P:47 SP:FB                          
F99D  90 1B     BCC $F9BA                       A:00 X:55 Y:A3 P:47 SP:F9                          
F99F  D0 19     BNE $F9BA                       A:00 X:55 Y:A3 P:47 SP:F9                          
F9A1  30 17     BMI $F9BA                       A:00 X:55 Y:A3 P:47 SP:F9                          
F9A3  50 15     BVC $F9BA                       A:00 X:55 Y:A3 P:47 SP:F9                          
F9A5  C9 00     CMP #$00                        A:00 X:55 Y:A3 P:47 SP:F9                          
F9A7  D0 11     BNE $F9BA                       A:00 X:55 Y:A3 P:47 SP:F9                          
F9A9  B8        CLV                             A:00 X:55 Y:A3 P:47 SP:F9                          
F9AA  A9 AA     LDA #$AA                        A:00 X:55 Y:A3 P:07 SP:F9                          
F9AC  60        RTS                             A:AA X:55 Y:A3 P:85 SP:F9                          
D433  C8        INY                             A:AA X:55 Y:A3 P:85 SP:FB                          
D434  85 78     STA $78 = 00                    A:AA X:55 Y:A4 P:85 SP:FB                          
D436  46 78     LSR $78 = AA                    A:AA X:55 Y:A4 P:85 SP:FB                          
D438  A5 78     LDA $78 = 55                    A:AA X:55 Y:A4 P:04 SP:FB                          
D43A  20 AD F9  JSR $F9AD                       A:55 X:55 Y:A4 P:04 SP:FB                          
F9AD  B0 0B     BCS $F9BA                       A:55 X:55 Y:A4 P:04 SP:F9                          
F9AF  F0 09     BEQ $F9BA                       A:55 X:55 Y:A4 P:04 SP:F9                          
F9B1  30 07     BMI $F9BA                       A:55 X:55 Y:A4 P:04 SP:F9                          
F9B3  70 05     BVS $F9BA                       A:55 X:55 Y:A4 P:04 SP:F9                          
F9B5  C9 55     CMP #$55                        A:55 X:55 Y:A4 P:04 SP:F9                          
F9B7  D0 01     BNE $F9BA                       A:55 X:55 Y:A4 P:07 SP:F9                          
F9B9  60        RTS                             A:55 X:55 Y:A4 P:07 SP:F9                          
D43D  C8        INY                             A:55 X:55 Y:A4 P:07 SP:FB                          
D43E  20 BD F9  JSR $F9BD                       A:55 X:55 Y:A5 P:85 SP:FB                          
F9BD  24 01     BIT $01 = FF                    A:55 X:55 Y:A5 P:85 SP:F9                          
F9BF  38        SEC                             A:55 X:55 Y:A5 P:C5 SP:F9                          
F9C0  A9 80     LDA #$80                        A:55 X:55 Y:A5 P:C5 SP:F9                          
F9C2  60        RTS                             A:80 X:55 Y:A5 P:C5 SP:F9                          
D441  85 78     STA $78 = 55                    A:80 X:55 Y:A5 P:C5 SP:FB                          
D443  06 78     ASL $78 = 80                    A:80 X:55 Y:A5 P:C5 SP:FB                          
D445  A5 78     LDA $78 = 00                    A:80 X:55 Y:A5 P:47 SP:FB                          
D447  20 C3 F9  JSR $F9C3                       A:00 X:55 Y:A5 P:47 SP:FB                          
F9C3  90 1C     BCC $F9E1                       A:00 X:55 Y:A5 P:47 SP:F9                          
F9C5  D0 1A     BNE $F9E1                       A:00 X:55 Y:A5 P:47 SP:F9                          
F9C7  30 18     BMI $F9E1                       A:00 X:55 Y:A5 P:47 SP:F9                          
F9C9  50 16     BVC $F9E1                       A:00 X:55 Y:A5 P:47 SP:F9                          
F9CB  C9 00     CMP #$00                        A:00 X:55 Y:A5 P:47 SP:F9                          
F9CD  D0 12     BNE $F9E1                       A:00 X:55 Y:A5 P:47 SP:F9                          
F9CF  B8        CLV                             A:00 X:55 Y:A5 P:47 SP:F9                          
F9D0  A9 55     LDA #$55                        A:00 X:55 Y:A5 P:07 SP:F9                          
F9D2  38        SEC                             A:55 X:55 Y:A5 P:05 SP:F9                          
F9D3  60        RTS                             A:55 X:55 Y:A5 P:05 SP:F9                          
D44A  C8        INY                             A:55 X:55 Y:A5 P:05 SP:FB                          
D44B  85 78     STA $78 = 00                    A:55 X:55 Y:A6 P:85 SP:FB                          
D44D  06 78     ASL $78 = 55                    A:55 X:55 Y:A6 P:85 SP:FB                          
D44F  A5 78     LDA $78 = AA                    A:55 X:55 Y:A6 P:84 SP:FB                          
D451  20 D4 F9  JSR $F9D4                       A:AA X:55 Y:A6 P:84 SP:FB                          
F9D4  B0 0B     BCS $F9E1                       A:AA X:55 Y:A6 P:84 SP:F9                          
F9D6  F0 09     BEQ $F9E1                       A:AA X:55 Y:A6 P:84 SP:F9                          
F9D8  10 07     BPL $F9E1                       A:AA X:55 Y:A6 P:84 SP:F9                          
F9DA  70 05     BVS $F9E1                       A:AA X:55 Y:A6 P:84 SP:F9                          
F9DC  C9 AA     CMP #$AA                        A:AA X:55 Y:A6 P:84 SP:F9                          
F9DE  D0 01     BNE $F9E1                       A:AA X:55 Y:A6 P:07 SP:F9                          
F9E0  60        RTS                             A:AA X:55 Y:A6 P:07 SP:F9                          
D454  C8        INY                             A:AA X:55 Y:A6 P:07 SP:FB                          
D455  20 E4 F9  JSR $F9E4                       A:AA X:55 Y:A7 P:85 SP:FB                          
F9E4  24 01     BIT $01 = FF                    A:AA X:55 Y:A7 P:85 SP:F9                          
F9E6  38        SEC                             A:AA X:55 Y:A7 P:C5 SP:F9                          
F9E7  A9 01     LDA #$01                        A:AA X:55 Y:A7 P:C5 SP:F9                          
F9E9  60        RTS                             A:01 X:55 Y:A7 P:45 SP:F9                          
D458  85 78     STA $78 = AA                    A:01 X:55 Y:A7 P:45 SP:FB                          
D45A  66 78     ROR $78 = 01                    A:01 X:55 Y:A7 P:45 SP:FB                          
D45C  A5 78     LDA $78 = 80                    A:01 X:55 Y:A7 P:C5 SP:FB                          
D45E  20 EA F9  JSR $F9EA                       A:80 X:55 Y:A7 P:C5 SP:FB                          
F9EA  90 1C     BCC $FA08                       A:80 X:55 Y:A7 P:C5 SP:F9                          
F9EC  F0 1A     BEQ $FA08                       A:80 X:55 Y:A7 P:C5 SP:F9                          
F9EE  10 18     BPL $FA08                       A:80 X:55 Y:A7 P:C5 SP:F9                          
F9F0  50 16     BVC $FA08                       A:80 X:55 Y:A7 P:C5 SP:F9                          
F9F2  C9 80     CMP #$80                        A:80 X:55 Y:A7 P:C5 SP:F9                          
F9F4  D0 12     BNE $FA08                       A:80 X:55 Y:A7 P:47 SP:F9                          
F9F6  B8        CLV                             A:80 X:55 Y:A7 P:47 SP:F9                          
F9F7  18        CLC                             A:80 X:55 Y:A7 P:07 SP:F9                          
F9F8  A9 55     LDA #$55                        A:80 X:55 Y:A7 P:06 SP:F9                          
F9FA  60        RTS                             A:55 X:55 Y:A7 P:04 SP:F9                          
D461  C8        INY                             A:55 X:55 Y:A7 P:04 SP:FB                          
D462  85 78     STA $78 = 80                    A:55 X:55 Y:A8 P:84 SP:FB                          
D464  66 78     ROR $78 = 55                    A:55 X:55 Y:A8 P:84 SP:FB                          
D466  A5 78     LDA $78 = 2A                    A:55 X:55 Y:A8 P:05 SP:FB                          
D468  20 FB F9  JSR $F9FB                       A:2A X:55 Y:A8 P:05 SP:FB                          
F9FB  90 0B     BCC $FA08                       A:2A X:55 Y:A8 P:05 SP:F9                          
F9FD  F0 09     BEQ $FA08                       A:2A X:55 Y:A8 P:05 SP:F9                          
F9FF  30 07     BMI $FA08                       A:2A X:55 Y:A8 P:05 SP:F9                          
FA01  70 05     BVS $FA08                       A:2A X:55 Y:A8 P:05 SP:F9                          
FA03  C9 2A     CMP #$2A                        A:2A X:55 Y:A8 P:05 SP:F9                          
FA05  D0 01     BNE $FA08                       A:2A X:55 Y:A8 P:07 SP:F9                          
FA07  60        RTS                             A:2A X:55 Y:A8 P:07 SP:F9                          
D46B  C8        INY                             A:2A X:55 Y:A8 P:07 SP:FB                          
D46C  20 0A FA  JSR $FA0A                       A:2A X:55 Y:A9 P:85 SP:FB                          
FA0A  24 01     BIT $01 = FF                    A:2A X:55 Y:A9 P:85 SP:F9                          
FA0C  38        SEC                             A:2A X:55 Y:A9 P:C5 SP:F9                          
FA0D  A9 80     LDA #$80                        A:2A X:55 Y:A9 P:C5 SP:F9                          
FA0F  60        RTS                             A:80 X:55 Y:A9 P:C5 SP:F9                          
D46F  85 78     STA $78 = 2A                    A:80 X:55 Y:A9 P:C5 SP:FB                          
D471  26 78     ROL $78 = 80                    A:80 X:55 Y:A9 P:C5 SP:FB                          
D473  A5 78     LDA $78 = 01                    A:80 X:55 Y:A9 P:45 SP:FB                          
D475  20 10 FA  JSR $FA10                       A:01 X:55 Y:A9 P:45 SP:FB                          
FA10  90 1C     BCC $FA2E                       A:01 X:55 Y:A9 P:45 SP:F9                          
FA12  F0 1A     BEQ $FA2E                       A:01 X:55 Y:A9 P:45 SP:F9                          
FA14  30 18     BMI $FA2E                       A:01 X:55 Y:A9 P:45 SP:F9                          
FA16  50 16     BVC $FA2E                       A:01 X:55 Y:A9 P:45 SP:F9                          
FA18  C9 01     CMP #$01                        A:01 X:55 Y:A9 P:45 SP:F9                          
FA1A  D0 12     BNE $FA2E                       A:01 X:55 Y:A9 P:47 SP:F9                          
FA1C  B8        CLV                             A:01 X:55 Y:A9 P:47 SP:F9                          
FA1D  18        CLC                             A:01 X:55 Y:A9 P:07 SP:F9                          
FA1E  A9 55     LDA #$55                        A:01 X:55 Y:A9 P:06 SP:F9                          
FA20  60        RTS                             A:55 X:55 Y:A9 P:04 SP:F9                          
D478  C8        INY                             A:55 X:55 Y:A9 P:04 SP:FB                          
D479  85 78     STA $78 = 01                    A:55 X:55 Y:AA P:84 SP:FB                          
D47B  26 78     ROL $78 = 55                    A:55 X:55 Y:AA P:84 SP:FB                          
D47D  A5 78     LDA $78 = AA                    A:55 X:55 Y:AA P:84 SP:FB                          
D47F  20 21 FA  JSR $FA21                       A:AA X:55 Y:AA P:84 SP:FB                          
FA21  B0 0B     BCS $FA2E                       A:AA X:55 Y:AA P:84 SP:F9                          
FA23  F0 09     BEQ $FA2E                       A:AA X:55 Y:AA P:84 SP:F9                          
FA25  10 07     BPL $FA2E                       A:AA X:55 Y:AA P:84 SP:F9                          
FA27  70 05     BVS $FA2E                       A:AA X:55 Y:AA P:84 SP:F9                          
FA29  C9 AA     CMP #$AA                        A:AA X:55 Y:AA P:84 SP:F9                          
FA2B  D0 01     BNE $FA2E                       A:AA X:55 Y:AA P:07 SP:F9                          
FA2D  60        RTS                             A:AA X:55 Y:AA P:07 SP:F9                          
D482  A9 FF     LDA #$FF                        A:AA X:55 Y:AA P:07 SP:FB                          
D484  85 78     STA $78 = AA                    A:FF X:55 Y:AA P:85 SP:FB                          
D486  85 01     STA $01 = FF                    A:FF X:55 Y:AA P:85 SP:FB                          
D488  24 01     BIT $01 = FF                    A:FF X:55 Y:AA P:85 SP:FB                          
D48A  38        SEC                             A:FF X:55 Y:AA P:C5 SP:FB                          
D48B  E6 78     INC $78 = FF                    A:FF X:55 Y:AA P:C5 SP:FB                          
D48D  D0 0C     BNE $D49B                       A:FF X:55 Y:AA P:47 SP:FB                          
D48F  30 0A     BMI $D49B                       A:FF X:55 Y:AA P:47 SP:FB                          
D491  50 08     BVC $D49B                       A:FF X:55 Y:AA P:47 SP:FB                          
D493  90 06     BCC $D49B                       A:FF X:55 Y:AA P:47 SP:FB                          
D495  A5 78     LDA $78 = 00                    A:FF X:55 Y:AA P:47 SP:FB                          
D497  C9 00     CMP #$00                        A:00 X:55 Y:AA P:47 SP:FB                          
D499  F0 04     BEQ $D49F                       A:00 X:55 Y:AA P:47 SP:FB                          
D49F  A9 7F     LDA #$7F                        A:00 X:55 Y:AA P:47 SP:FB                          
D4A1  85 78     STA $78 = 00                    A:7F X:55 Y:AA P:45 SP:FB                          
D4A3  B8        CLV                             A:7F X:55 Y:AA P:45 SP:FB                          
D4A4  18        CLC                             A:7F X:55 Y:AA P:05 SP:FB                          
D4A5  E6 78     INC $78 = 7F                    A:7F X:55 Y:AA P:04 SP:FB                          
D4A7  F0 0C     BEQ $D4B5                       A:7F X:55 Y:AA P:84 SP:FB                          
D4A9  10 0A     BPL $D4B5                       A:7F X:55 Y:AA P:84 SP:FB                          
D4AB  70 08     BVS $D4B5                       A:7F X:55 Y:AA P:84 SP:FB                          
D4AD  B0 06     BCS $D4B5                       A:7F X:55 Y:AA P:84 SP:FB                          
D4AF  A5 78     LDA $78 = 80                    A:7F X:55 Y:AA P:84 SP:FB                          
D4B1  C9 80     CMP #$80                        A:80 X:55 Y:AA P:84 SP:FB                          
D4B3  F0 04     BEQ $D4B9                       A:80 X:55 Y:AA P:07 SP:FB                          
D4B9  A9 00     LDA #$00                        A:80 X:55 Y:AA P:07 SP:FB                          
D4BB  85 78     STA $78 = 80                    A:00 X:55 Y:AA P:07 SP:FB                          
D4BD  24 01     BIT $01 = FF                    A:00 X:55 Y:AA P:07 SP:FB                          
D4BF  38        SEC                             A:00 X:55 Y:AA P:C7 SP:FB                          
D4C0  C6 78     DEC $78 = 00                    A:00 X:55 Y:AA P:C7 SP:FB                          
D4C2  F0 0C     BEQ $D4D0                       A:00 X:55 Y:AA P:C5 SP:FB                          
D4C4  10 0A     BPL $D4D0                       A:00 X:55 Y:AA P:C5 SP:FB                          
D4C6  50 08     BVC $D4D0                       A:00 X:55 Y:AA P:C5 SP:FB                          
D4C8  90 06     BCC $D4D0                       A:00 X:55 Y:AA P:C5 SP:FB                          
D4CA  A5 78     LDA $78 = FF                    A:00 X:55 Y:AA P:C5 SP:FB                          
D4CC  C9 FF     CMP #$FF                        A:FF X:55 Y:AA P:C5 SP:FB                          
D4CE  F0 04     BEQ $D4D4                       A:FF X:55 Y:AA P:47 SP:FB                          
D4D4  A9 80     LDA #$80                        A:FF X:55 Y:AA P:47 SP:FB                          
D4D6  85 78     STA $78 = FF                    A:80 X:55 Y:AA P:C5 SP:FB                          
D4D8  B8        CLV                             A:80 X:55 Y:AA P:C5 SP:FB                          
D4D9  18        CLC                             A:80 X:55 Y:AA P:85 SP:FB                          
D4DA  C6 78     DEC $78 = 80                    A:80 X:55 Y:AA P:84 SP:FB                          
D4DC  F0 0C     BEQ $D4EA                       A:80 X:55 Y:AA P:04 SP:FB                          
D4DE  30 0A     BMI $D4EA                       A:80 X:55 Y:AA P:04 SP:FB                          
D4E0  70 08     BVS $D4EA                       A:80 X:55 Y:AA P:04 SP:FB                          
D4E2  B0 06     BCS $D4EA                       A:80 X:55 Y:AA P:04 SP:FB                          
D4E4  A5 78     LDA $78 = 7F                    A:80 X:55 Y:AA P:04 SP:FB                          
D4E6  C9 7F     CMP #$7F                        A:7F X:55 Y:AA P:04 SP:FB                          
D4E8  F0 04     BEQ $D4EE                       A:7F X:55 Y:AA P:07 SP:FB                          
D4EE  A9 01     LDA #$01                        A:7F X:55 Y:AA P:07 SP:FB                          
D4F0  85 78     STA $78 = 7F                    A:01 X:55 Y:AA P:05 SP:FB                          
D4F2  C6 78     DEC $78 = 01                    A:01 X:55 Y:AA P:05 SP:FB                          
D4F4  F0 04     BEQ $D4FA                       A:01 X:55 Y:AA P:07 SP:FB                          
D4FA  60        RTS                             A:01 X:55 Y:AA P:07 SP:FB                          
C615  20 FB D4  JSR $D4FB                       A:01 X:55 Y:AA P:07 SP:FD                          
D4FB  A9 55     LDA #$55                        A:01 X:55 Y:AA P:07 SP:FB                          
D4FD  8D 78 06  STA $0678                       A:55 X:55 Y:AA P:05 SP:FB                          
D500  A9 FF     LDA #$FF                        A:55 X:55 Y:AA P:05 SP:FB                          
D502  85 01     STA $01 = FF                    A:FF X:55 Y:AA P:85 SP:FB                          
D504  24 01     BIT $01 = FF                    A:FF X:55 Y:AA P:85 SP:FB                          
D506  A0 11     LDY #$11                        A:FF X:55 Y:AA P:C5 SP:FB                          
D508  A2 23     LDX #$23                        A:FF X:55 Y:11 P:45 SP:FB                          
D50A  A9 00     LDA #$00                        A:FF X:23 Y:11 P:45 SP:FB                          
D50C  AD 78 06  LDA $0678                       A:00 X:23 Y:11 P:47 SP:FB                          
D50F  F0 10     BEQ $D521                       A:55 X:23 Y:11 P:45 SP:FB                          
D511  30 0E     BMI $D521                       A:55 X:23 Y:11 P:45 SP:FB                          
D513  C9 55     CMP #$55                        A:55 X:23 Y:11 P:45 SP:FB                          
D515  D0 0A     BNE $D521                       A:55 X:23 Y:11 P:47 SP:FB                          
D517  C0 11     CPY #$11                        A:55 X:23 Y:11 P:47 SP:FB                          
D519  D0 06     BNE $D521                       A:55 X:23 Y:11 P:47 SP:FB                          
D51B  E0 23     CPX #$23                        A:55 X:23 Y:11 P:47 SP:FB                          
D51D  50 02     BVC $D521                       A:55 X:23 Y:11 P:47 SP:FB                          
D51F  F0 04     BEQ $D525                       A:55 X:23 Y:11 P:47 SP:FB                          
D525  A9 46     LDA #$46                        A:55 X:23 Y:11 P:47 SP:FB                          
D527  24 01     BIT $01 = FF                    A:46 X:23 Y:11 P:45 SP:FB                          
D529  8D 78 06  STA $0678                       A:46 X:23 Y:11 P:C5 SP:FB                          
D52C  F0 0B     BEQ $D539                       A:46 X:23 Y:11 P:C5 SP:FB                          
D52E  10 09     BPL $D539                       A:46 X:23 Y:11 P:C5 SP:FB                          
D530  50 07     BVC $D539                       A:46 X:23 Y:11 P:C5 SP:FB                          
D532  AD 78 06  LDA $0678                       A:46 X:23 Y:11 P:C5 SP:FB                          
D535  C9 46     CMP #$46                        A:46 X:23 Y:11 P:45 SP:FB                          
D537  F0 04     BEQ $D53D                       A:46 X:23 Y:11 P:47 SP:FB                          
D53D  A9 55     LDA #$55                        A:46 X:23 Y:11 P:47 SP:FB                          
D53F  8D 78 06  STA $0678                       A:55 X:23 Y:11 P:45 SP:FB                          
D542  24 01     BIT $01 = FF                    A:55 X:23 Y:11 P:45 SP:FB                          
D544  A9 11     LDA #$11                        A:55 X:23 Y:11 P:C5 SP:FB                          
D546  A2 23     LDX #$23                        A:11 X:23 Y:11 P:45 SP:FB                          
D548  A0 00     LDY #$00                        A:11 X:23 Y:11 P:45 SP:FB                          
D54A  AC 78 06  LDY $0678                       A:11 X:23 Y:00 P:47 SP:FB                          
D54D  F0 10     BEQ $D55F                       A:11 X:23 Y:55 P:45 SP:FB                          
D54F  30 0E     BMI $D55F                       A:11 X:23 Y:55 P:45 SP:FB                          
D551  C0 55     CPY #$55                        A:11 X:23 Y:55 P:45 SP:FB                          
D553  D0 0A     BNE $D55F                       A:11 X:23 Y:55 P:47 SP:FB                          
D555  C9 11     CMP #$11                        A:11 X:23 Y:55 P:47 SP:FB                          
D557  D0 06     BNE $D55F                       A:11 X:23 Y:55 P:47 SP:FB                          
D559  E0 23     CPX #$23                        A:11 X:23 Y:55 P:47 SP:FB                          
D55B  50 02     BVC $D55F                       A:11 X:23 Y:55 P:47 SP:FB                          
D55D  F0 04     BEQ $D563                       A:11 X:23 Y:55 P:47 SP:FB                          
D563  A0 46     LDY #$46                        A:11 X:23 Y:55 P:47 SP:FB                          
D565  24 01     BIT $01 = FF                    A:11 X:23 Y:46 P:45 SP:FB                          
D567  8C 78 06  STY $0678                       A:11 X:23 Y:46 P:C5 SP:FB                          
D56A  F0 0B     BEQ $D577                       A:11 X:23 Y:46 P:C5 SP:FB                          
D56C  10 09     BPL $D577                       A:11 X:23 Y:46 P:C5 SP:FB                          
D56E  50 07     BVC $D577                       A:11 X:23 Y:46 P:C5 SP:FB                          
D570  AC 78 06  LDY $0678                       A:11 X:23 Y:46 P:C5 SP:FB                          
D573  C0 46     CPY #$46                        A:11 X:23 Y:46 P:45 SP:FB                          
D575  F0 04     BEQ $D57B                       A:11 X:23 Y:46 P:47 SP:FB                          
D57B  24 01     BIT $01 = FF                    A:11 X:23 Y:46 P:47 SP:FB                          
D57D  A9 55     LDA #$55                        A:11 X:23 Y:46 P:C5 SP:FB                          
D57F  8D 78 06  STA $0678                       A:55 X:23 Y:46 P:45 SP:FB                          
D582  A0 11     LDY #$11                        A:55 X:23 Y:46 P:45 SP:FB                          
D584  A9 23     LDA #$23                        A:55 X:23 Y:11 P:45 SP:FB                          
D586  A2 00     LDX #$00                        A:23 X:23 Y:11 P:45 SP:FB                          
D588  AE 78 06  LDX $0678                       A:23 X:00 Y:11 P:47 SP:FB                          
D58B  F0 10     BEQ $D59D                       A:23 X:55 Y:11 P:45 SP:FB                          
D58D  30 0E     BMI $D59D                       A:23 X:55 Y:11 P:45 SP:FB                          
D58F  E0 55     CPX #$55                        A:23 X:55 Y:11 P:45 SP:FB                          
D591  D0 0A     BNE $D59D                       A:23 X:55 Y:11 P:47 SP:FB                          
D593  C0 11     CPY #$11                        A:23 X:55 Y:11 P:47 SP:FB                          
D595  D0 06     BNE $D59D                       A:23 X:55 Y:11 P:47 SP:FB                          
D597  C9 23     CMP #$23                        A:23 X:55 Y:11 P:47 SP:FB                          
D599  50 02     BVC $D59D                       A:23 X:55 Y:11 P:47 SP:FB                          
D59B  F0 04     BEQ $D5A1                       A:23 X:55 Y:11 P:47 SP:FB                          
D5A1  A2 46     LDX #$46                        A:23 X:55 Y:11 P:47 SP:FB                          
D5A3  24 01     BIT $01 = FF                    A:23 X:46 Y:11 P:45 SP:FB                          
D5A5  8E 78 06  STX $0678                       A:23 X:46 Y:11 P:C5 SP:FB                          
D5A8  F0 0B     BEQ $D5B5                       A:23 X:46 Y:11 P:C5 SP:FB                          
D5AA  10 09     BPL $D5B5                       A:23 X:46 Y:11 P:C5 SP:FB                          
D5AC  50 07     BVC $D5B5                       A:23 X:46 Y:11 P:C5 SP:FB                          
D5AE  AE 78 06  LDX $0678                       A:23 X:46 Y:11 P:C5 SP:FB                          
D5B1  E0 46     CPX #$46                        A:23 X:46 Y:11 P:45 SP:FB                          
D5B3  F0 04     BEQ $D5B9                       A:23 X:46 Y:11 P:47 SP:FB                          
D5B9  A9 C0     LDA #$C0                        A:23 X:46 Y:11 P:47 SP:FB                          
D5BB  8D 78 06  STA $0678                       A:C0 X:46 Y:11 P:C5 SP:FB                          
D5BE  A2 33     LDX #$33                        A:C0 X:46 Y:11 P:C5 SP:FB                          
D5C0  A0 88     LDY #$88                        A:C0 X:33 Y:11 P:45 SP:FB                          
D5C2  A9 05     LDA #$05                        A:C0 X:33 Y:88 P:C5 SP:FB                          
D5C4  2C 78 06  BIT $0678                       A:05 X:33 Y:88 P:45 SP:FB                          
D5C7  10 10     BPL $D5D9                       A:05 X:33 Y:88 P:C7 SP:FB                          
D5C9  50 0E     BVC $D5D9                       A:05 X:33 Y:88 P:C7 SP:FB                          
D5CB  D0 0C     BNE $D5D9                       A:05 X:33 Y:88 P:C7 SP:FB                          
D5CD  C9 05     CMP #$05                        A:05 X:33 Y:88 P:C7 SP:FB                          
D5CF  D0 08     BNE $D5D9                       A:05 X:33 Y:88 P:47 SP:FB                          
D5D1  E0 33     CPX #$33                        A:05 X:33 Y:88 P:47 SP:FB                          
D5D3  D0 04     BNE $D5D9                       A:05 X:33 Y:88 P:47 SP:FB                          
D5D5  C0 88     CPY #$88                        A:05 X:33 Y:88 P:47 SP:FB                          
D5D7  F0 04     BEQ $D5DD                       A:05 X:33 Y:88 P:47 SP:FB                          
D5DD  A9 03     LDA #$03                        A:05 X:33 Y:88 P:47 SP:FB                          
D5DF  8D 78 06  STA $0678                       A:03 X:33 Y:88 P:45 SP:FB                          
D5E2  A9 01     LDA #$01                        A:03 X:33 Y:88 P:45 SP:FB                          
D5E4  2C 78 06  BIT $0678                       A:01 X:33 Y:88 P:45 SP:FB                          
D5E7  30 08     BMI $D5F1                       A:01 X:33 Y:88 P:05 SP:FB                          
D5E9  70 06     BVS $D5F1                       A:01 X:33 Y:88 P:05 SP:FB                          
D5EB  F0 04     BEQ $D5F1                       A:01 X:33 Y:88 P:05 SP:FB                          
D5ED  C9 01     CMP #$01                        A:01 X:33 Y:88 P:05 SP:FB                          
D5EF  F0 04     BEQ $D5F5                       A:01 X:33 Y:88 P:07 SP:FB                          
D5F5  A0 B8     LDY #$B8                        A:01 X:33 Y:88 P:07 SP:FB                          
D5F7  A9 AA     LDA #$AA                        A:01 X:33 Y:B8 P:85 SP:FB                          
D5F9  8D 78 06  STA $0678                       A:AA X:33 Y:B8 P:85 SP:FB                          
D5FC  20 B6 F7  JSR $F7B6                       A:AA X:33 Y:B8 P:85 SP:FB                          
F7B6  18        CLC                             A:AA X:33 Y:B8 P:85 SP:F9                          
F7B7  A9 FF     LDA #$FF                        A:AA X:33 Y:B8 P:84 SP:F9                          
F7B9  85 01     STA $01 = FF                    A:FF X:33 Y:B8 P:84 SP:F9                          
F7BB  24 01     BIT $01 = FF                    A:FF X:33 Y:B8 P:84 SP:F9                          
F7BD  A9 55     LDA #$55                        A:FF X:33 Y:B8 P:C4 SP:F9                          
F7BF  60        RTS                             A:55 X:33 Y:B8 P:44 SP:F9                          
D5FF  0D 78 06  ORA $0678                       A:55 X:33 Y:B8 P:44 SP:FB                          
D602  20 C0 F7  JSR $F7C0                       A:FF X:33 Y:B8 P:C4 SP:FB                          
F7C0  B0 09     BCS $F7CB                       A:FF X:33 Y:B8 P:C4 SP:F9                          
F7C2  10 07     BPL $F7CB                       A:FF X:33 Y:B8 P:C4 SP:F9                          
F7C4  C9 FF     CMP #$FF                        A:FF X:33 Y:B8 P:C4 SP:F9                          
F7C6  D0 03     BNE $F7CB                       A:FF X:33 Y:B8 P:47 SP:F9                          
F7C8  50 01     BVC $F7CB                       A:FF X:33 Y:B8 P:47 SP:F9                          
F7CA  60        RTS                             A:FF X:33 Y:B8 P:47 SP:F9                          
D605  C8        INY                             A:FF X:33 Y:B8 P:47 SP:FB                          
D606  A9 00     LDA #$00                        A:FF X:33 Y:B9 P:C5 SP:FB                          
D608  8D 78 06  STA $0678                       A:00 X:33 Y:B9 P:47 SP:FB                          
D60B  20 CE F7  JSR $F7CE                       A:00 X:33 Y:B9 P:47 SP:FB                          
F7CE  38        SEC                             A:00 X:33 Y:B9 P:47 SP:F9                          
F7CF  B8        CLV                             A:00 X:33 Y:B9 P:47 SP:F9                          
F7D0  A9 00     LDA #$00                        A:00 X:33 Y:B9 P:07 SP:F9                          
F7D2  60        RTS                             A:00 X:33 Y:B9 P:07 SP:F9                          
D60E  0D 78 06  ORA $0678                       A:00 X:33 Y:B9 P:07 SP:FB                          
D611  20 D3 F7  JSR $F7D3                       A:00 X:33 Y:B9 P:07 SP:FB                          
F7D3  D0 07     BNE $F7DC                       A:00 X:33 Y:B9 P:07 SP:F9                          
